PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,11/5/22,14:06:50,4,4,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Windup,1,Top,0,1,2,Splitter,,InPlay,,LineDrive,Single,0,0,,91.57997677,-2.900390245,-1.111376703,1585.363391,230.1896966,1:45,6.456292774,1.989533744,6.599176056,-30.14450508,6.174116058,3.736508497,1.37835232,0.143963407,80.64881202,-7.765513302,-1.325613243,0.415985564,74.28113774,14.77888146,-13.64188934,1492.349045,,,,190.6355838,,-13.6300872,2.182507992,-2.193687054,3.854735847,-1.900058163,50,6.200390327,2.462923818,-133.1040878,-7.689037837,-3.932749882,28.75382063,-25.26344129,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,9fcd9c47-5d34-11ed-a0c6-45d15c67c35a,91.74115062,6.453422598,1.992224864,-2.865934675,-1.144390367,80.77877173,1.381210354,0.141721523,-7.719312676,-1.36195921,0.41585976,4.096801889,4.644977219,-64.96263422,3.708553491,670.9403989,-1436.389942,42.32092166,-0.27095879,-0.906031986,-0.325095947,-16.93981768,69.79749861,18.94832944,-0.131014212,1.362840829,1.356663079,-44.92374764,185.266788,-8.119125184,32.75306543,0.472108635,0.996796765,-0.077879177,-0.018194593,,,0.978272511,1,0.985041367,38.16719009,high,high,93.33769402,-0.161207999,54.72082394,Jake Walman,,Maryland,None
12,11/5/22,14:07:22,5,1,Jason Savacool,savacja42,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,0,0,0,Sinker,,BallCalled,,,,0,0,,91.57335616,-0.467565551,-2.871898973,2113.976352,225.6134006,1:30,6.03472061,2.477523587,6.509311879,-21.84605941,11.80927063,9.803685439,3.311231085,1.11665249,83.87079014,-5.020992778,0.309287529,0.417540348,,,,,,,,,,,,-6.099238582,6.468645442,-2.242266463,50,5.981872116,6.337375714,-133.0552369,-1.839237239,-10.87569717,29.97050603,-20.63965427,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,b2c5ff28-5d34-11ed-b127-994158bbe35e,91.75839908,6.033803449,2.481443949,-0.457124548,-2.919227022,84.02641339,3.312384021,1.113685227,-5.001843276,0.261120548,0.417399832,10.24075114,10.49085968,-30.59128796,0.158812707,1819.75189,-1075.824836,86.08194163,-0.602139926,-0.508910535,-0.615172803,,,,,,,,,,,,,,,,,0.994266509,1,,,high,high,90.14293145,-29.52520526,54.81068812,Jake Walman,,Maryland,1st
13,11/5/22,14:07:41,5,2,Jason Savacool,savacja42,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,0,1,0,Sinker,,Foul,,,,0,0,,93.51928106,-0.769676916,-1.253676866,2126.541038,226.4818485,1:30,5.893692116,2.465118298,6.487587614,-20.70884322,11.553177,10.17140228,2.90699442,1.158433338,83.02831375,-4.948509776,-0.009073526,0.408806038,93.51792643,14.9416813,-39.3172324,2264.462905,,,,238.7943083,,-46.85494507,2.278179129,-5.821489962,6.418604029,-2.365715686,50,5.815825869,2.61728652,-135.9991449,-2.558309724,-10.83462004,31.57301176,-20.22811542,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,bdc3ce28-5d34-11ed-ac37-611c505a7ef8,93.70595806,5.892870089,2.469090675,-0.760522334,-1.301195205,83.18236126,2.908158408,1.15534632,-4.929250049,-0.058861018,0.408667331,10.60864168,10.26917202,-26.47928206,2.126881861,1903.457622,-948.1697476,89.50956447,-0.616348846,-0.445874183,-0.649084211,-57.25077009,69.903867,24.1122638,-2.224866092,1.687841467,3.385091058,-174.2302384,163.2989458,-25.86818209,-16.6997614,0.133172431,0.306305529,-0.069110187,0.949421247,,,0.997426248,1,0.995797625,49.57397109,high,high,91.91419461,-28.14334467,54.83241239,Jake Walman,,Maryland,1st
14,11/5/22,14:08:12,5,3,Jason Savacool,savacja42,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,0,1,1,Four-Seam,,BallCalled,,,,0,0,,94.81026023,-0.113344771,-1.105021051,2427.610887,206.8211303,1:00,6.39079104,1.814106052,6.616449307,-18.60513097,15.24562984,6.492336693,4.822614416,-0.295086127,82.59014673,-2.712067038,-1.732766622,0.40223435,,,,,,,,,,,,-3.664958177,7.811438538,-1.727063841,50,6.371509565,2.443481673,-137.9224186,-0.860234993,-7.012722339,32.57667822,-17.22723522,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,d0883e38-5d34-11ed-9821-4be616f0b748,95.0077525,6.391061381,1.816981663,-0.117344267,-1.139668162,82.7594333,4.82292978,-0.29744051,-2.706248117,-1.770888016,0.402093082,6.853135686,13.98612544,-37.03034927,78.18109231,1938.002109,-1461.999467,79.83166164,-0.712433297,-0.602237976,-0.360205798,,,,,,,,,,,,,,,,,0.996549988,1,,,high,high,19.63708169,60.97814163,54.70355069,Jake Walman,,Maryland,1st
15,11/5/22,14:08:32,5,4,Jason Savacool,savacja42,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,0,2,1,Sinker,,Foul,,,,0,0,,92.08570303,-0.522279811,-1.558201148,,,,5.962015846,2.531946401,6.542530116,,,,2.805898797,1.25046353,82.31227399,-5.726416162,-0.472802975,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,dc692759-5d34-11ed-8d63-656b2dc250da,92.2357374,5.95789948,2.531946401,-0.473405499,-1.558201148,82.4301161,2.809539713,1.25046353,-5.668033125,-0.472802975,0.413298673,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.77746988,Jake Walman,,Maryland,1st
16,11/5/22,14:09:10,5,5,Jason Savacool,savacja42,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,0,2,2,Slider,,InPlay,,LineDrive,Double,0,0,,87.36808549,0.141634003,-1.220838358,2274.131612,119.1655528,10:00,5.911264293,2.508889582,6.473594888,-36.59658081,5.010358746,-4.392067881,2.337156631,-0.805234207,75.56019291,-7.347068971,-4.181669107,0.464252668,97.62927055,7.19793357,8.359567763,2187.898565,,,,182.1424809,,13.10822094,1.539571581,1.392639315,2.834449165,-2.411297104,50,5.821931886,7.161475261,-119.6053014,-2.26995864,2.012755583,23.55816624,-28.07747317,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,f33122c2-5d34-11ed-98ad-8f8028a56b2b,87.51048976,5.907030982,2.511201044,0.192962947,-1.249598792,75.66757064,2.341248094,-0.807095779,-7.281553895,-4.211124304,0.464137726,-4.065171844,3.082777463,-82.06803785,19.06289459,313.8234822,-2252.374172,13.79970625,-0.067250765,-0.990432638,0.120501137,14.08196209,95.8307565,12.23269883,0.90639721,-0.218006034,2.129501289,41.30828514,177.3964739,18.93069846,31.34968854,0.341890653,0.540838397,0.019892743,-0.840891258,,,0.987466864,1,0.988573827,57.47191291,high,high,72.84338403,46.53401085,54.84640511,Jake Walman,,Maryland,1st
17,11/5/22,14:10:06,6,1,Jason Savacool,savacja42,Right,Maryland,Michael Bouma,boumami42,Right,Maryland,Stretch,1,Top,0,0,0,Sinker,,BallCalled,,,,0,0,,94.01500895,-1.371595159,,,,,5.91180361,2.643459687,6.581006844,,,,1.993290923,1.775422205,82.63323256,-6.743851527,0.248391787,0.40552746,,,,,,,,,,,,3.982791137,1.082474521,-2.585857317,50,5.779933189,1.798514715,-136.7593632,-4.340621928,7.511736412,31.32602695,-30.13245037,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,140a1a0a-5d35-11ed-980d-8dd7b7917cce,94.16980707,5.907484457,2.641459474,-1.320626125,-0.615944311,82.75067593,1.997173553,1.776987716,-6.681296413,0.273802046,0.405412518,-8.228241923,-0.3934347,-19.30629448,65.63180126,881.4925892,-308.8030382,94.37646347,0.02974583,-0.330618079,0.94329575,,,,,,,,,,,,,,,,,0.839660087,1,,,high,high,30.93129843,81.37849185,54.73899316,Jake Walman,,Maryland,2nd and 3rd
18,11/5/22,14:10:22,6,2,Jason Savacool,savacja42,Right,Maryland,Michael Bouma,boumami42,Right,Maryland,Stretch,1,Top,0,1,0,Slider,,BallCalled,,,,0,0,,87.73873029,-1.765429838,-1.812440222,,,,5.952013602,2.497613878,6.50381349,,,,1.006264407,-1.066215266,76.77483495,-8.724863177,-4.459979454,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,1d55e4b8-5d35-11ed-8ecb-4b4a62269db3,87.87809961,5.947424846,2.497613878,-1.711234498,-1.812440222,76.87572463,1.010513883,-1.066215266,-8.657283433,-4.459979454,0.458933836,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.81618651,Jake Walman,,Maryland,2nd and 3rd
19,11/5/22,14:10:43,6,3,Jason Savacool,savacja42,Right,Maryland,Michael Bouma,boumami42,Right,Maryland,Stretch,1,Top,0,2,0,Sinker,,InPlay,,GroundBall,Single,0,1,,90.31399194,-1.092282599,-3.762694355,2044.880116,229.6272763,1:45,5.724143844,2.659844699,6.622077883,-23.42079417,11.0676605,10.1771801,2.358462279,0.568286319,83.05043505,-5.925465376,-0.942824786,0.42267678,,,,,,,,,,,,-6.570948872,6.274007239,-2.356927554,50,5.620464293,8.284521397,-131.1218599,-3.285165427,-11.39068368,28.83649393,-21.29811168,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,2b472238-5d35-11ed-a78b-31ab51cc5fc7,90.49465643,5.722801668,2.664018766,-1.077075426,-3.812016553,83.19953914,2.359866219,0.565264237,-5.902192138,-0.991968792,0.422536197,10.63213783,9.713216508,-30.83810199,3.448438839,1755.773316,-1048.234111,85.86191934,-0.556176841,-0.512613968,-0.654136256,,,,,,,,,,,,,,,,,0.99397353,1,,,high,high,93.10359548,-27.02970316,54.69792212,Jake Walman,,Maryland,2nd and 3rd
20,11/5/22,14:11:25,7,1,Jason Savacool,savacja42,Right,Maryland,Caleb Estes,,Right,Maryland,Stretch,1,Top,0,0,0,Slider,,StrikeCalled,,,,0,0,,83.31181181,-1.380289112,-3.5372794,2322.806366,213.6489124,1:00,6.166359938,2.543028319,6.523170058,-35.07582283,5.456190176,-0.488496265,2.040139122,-0.648178469,75.65572542,-7.50297698,-3.558261928,0.463554065,,,,,,,,,,,,-0.806915627,3.195452793,-2.348825641,50,5.706193102,7.322580986,-119.5855234,-2.820063188,-1.168265012,23.10195795,-27.54762326,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,4308bd8f-5d35-11ed-b451-e508f603484e,83.45795127,6.162187449,2.547139534,-1.331205721,-3.586492596,75.77036811,2.043814996,-0.651238179,-7.44345912,-3.607537512,0.463433495,-0.03068769,3.729836541,-83.98480793,14.7750789,243.4118629,-2310.017333,10.47921456,-0.087234066,-0.994494146,-0.058065579,,,,,,,,,,,,,,,,,0.9961682,1,,,high,high,76.70242195,47.21018502,54.79682994,Jake Walman,,Maryland,1st and 3rd
21,11/5/22,14:11:53,7,2,Jason Savacool,savacja42,Right,Maryland,Caleb Estes,,Right,Maryland,Stretch,1,Top,0,0,1,Slider,,Foul,,,,0,0,,84.75521462,0.776663873,-0.845154801,2164.196628,97.47060761,9:15,6.177010873,2.528561309,6.695940185,-39.16100786,3.605232722,-4.565953369,3.467752157,-0.247813305,74.02572331,-6.364112949,-3.458959421,0.470676006,,,,,,,,,,,,1.723506595,1.667608728,-2.337295297,50,5.882056072,5.47271623,-117.4943014,0.843626813,2.404338627,22.68728494,-29.84769,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,53e57945-5d35-11ed-827b-a1ceb4b776f7,84.88853701,6.172156553,2.530877651,0.836244632,-0.874293336,74.12573316,3.47224263,-0.249707275,-6.291357325,-3.489233019,0.470563117,-4.225833497,1.57585012,-80.95145267,21.36929024,340.3659634,-2137.264152,15.72712752,-0.020448029,-0.987555439,0.155936308,,,,,,,,,,,,,,,,,0.993412922,1,,,high,high,70.76766048,63.12106263,54.62405981,Jake Walman,,Maryland,1st and 3rd
