PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,1/20/23,12:48:18,3,3,Jason Savacool,savacja42,Right,Maryland,Ian Petrutz,petruia42,Left,Maryland,,1,Top,2,2,0,Slider,,BallCalled,,,,0,0,,83.18460999,-0.786930954,-2.772471556,2436.253761,31.84963056,7:00,6.07458315,2.482623702,6.443937644,-39.56958583,1.186518336,-3.192080052,1.549123555,-0.893547634,74.88921535,-8.793436721,-4.445290347,0.459481314,,,,,,,,,,,,0.920689468,0.857046127,-2.244459102,50,5.982320177,5.955408126,-120.887563,-2.917365869,1.360050159,23.95111983,-30.9080139,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,9fdfa763-98ea-11ed-8cf9-79449fe7309d,83.30515344,6.068997515,2.486458246,-0.718791526,-2.820247783,74.97670376,1.554053175,-0.896401568,-8.714910032,-4.490491571,0.45937172,-2.74460804,-0.755261572,-84.75565898,11.95178647,222.6815152,-2426.055509,9.140325146,0.077641205,-0.995813961,0.048232745,,,,,,,,,,,,,,,,,0.99707228,1,,,high,high,79.2434017,43.44227848,54.87606236,Luke Shliger,shliglu42,Maryland,None
12,1/20/23,12:48:34,3,4,Jason Savacool,savacja42,Right,Maryland,Ian Petrutz,petruia42,Left,Maryland,,1,Top,2,3,0,Four-Seam,,Foul,,,,0,0,,93.5764388,-1.695781824,-0.700792526,2256.404212,212.5129558,1:00,6.396862071,1.805501734,6.483812766,-19.48121394,14.19210089,7.493491018,3.432618208,0.575161593,83.15913765,-4.314729387,-0.485132713,0.408531987,,,,,,,,,,,,-4.092502368,7.883350562,-1.750886128,50,6.24213978,1.407821046,-136.0633171,-4.680154421,-7.629305951,31.40706584,-17.47778604,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,a9da580f-98ea-11ed-9870-3930a1fe1ba8,93.76768127,6.396694044,1.808698937,-1.694514584,-0.738643177,83.32192224,3.433227394,0.572659639,-4.304348628,-0.525365077,0.408389504,7.878218857,12.92658182,-32.41255854,70.64068209,1904.880029,-1209.459402,84.42104558,-0.711897291,-0.536011853,-0.453754935,,,,,,,,,,,,,,,,,0.997732345,1,,,high,high,26.4234253,-32.41005234,54.83618723,Luke Shliger,shliglu42,Maryland,None
13,1/20/23,12:48:52,3,5,Jason Savacool,savacja42,Right,Maryland,Ian Petrutz,petruia42,Left,Maryland,,1,Top,2,3,1,Sinker,,StrikeSwinging,,,,0,0,,91.86337515,-0.966831345,-2.483237963,2082.07499,231.0530205,1:45,5.948024254,2.320068806,6.299456619,-23.12329217,10.56947637,10.32619349,2.237606415,0.01581902,82.06845653,-6.52542823,-1.458123666,0.417772522,,,,,,,,,,,,-6.220763122,5.906792567,-2.109257228,50,5.847725414,5.418547295,-133.4613478,-3.081562615,-11.1642474,30.05712371,-21.57327726,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,b45fb491-98ea-11ed-b1d2-f7cdaea5f344,92.04739305,5.946680081,2.324356716,-0.951692903,-2.533732367,82.21757859,2.239174521,0.012575226,-6.499864861,-1.510047081,0.417631759,10.79339258,9.214938196,-32.82317112,2.469066254,1749.666426,-1128.584804,84.03474585,-0.528243223,-0.542048106,-0.65356174,,,,,,,,,,,,,,,,,0.997226395,1,,,high,high,92.22215946,-28.13450095,55.02054338,Luke Shliger,shliglu42,Maryland,None
14,1/20/23,12:49:10,3,6,Jason Savacool,savacja42,Right,Maryland,Ian Petrutz,petruia42,Left,Maryland,,1,Top,2,3,2,Sinker,,BallCalled,Walk,,,0,0,,90.52757917,-2.612674207,-4.1323671,2087.927216,233.1821346,1:45,5.9540164,2.395152784,6.589226408,-23.73507373,10.70242054,10.81936308,1.536955001,-0.555110061,82.60953749,-7.046575203,-2.102922567,0.422364389,,,,,,,,,,,,-7.007894225,6.507408873,-2.059874289,50,5.723292006,9.120497242,-131.2602404,-6.801290103,-12.18256825,28.7108231,-20.86152828,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,bed460b3-98ea-11ed-994a-27867b8cf9db,90.70321305,5.952547677,2.399489172,-2.595853193,-4.183766112,82.765797,1.538923027,-0.559282387,-7.019523274,-2.15896344,0.422228159,11.29421737,9.364517855,-30.00472953,4.195145286,1808.111824,-1044.112872,86.59841256,-0.518961117,-0.500071489,-0.693258873,,,,,,,,,,,,,,,,,0.995289675,1,,,high,medium,86.2243697,-22.58103679,54.73077359,Luke Shliger,shliglu42,Maryland,None
15,1/20/23,12:49:45,4,1,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,0,0,Curveball,,BallCalled,,,,0,0,,78.93513489,-0.652052377,-1.295764076,2576.39175,30.59186432,7:00,6.443874238,1.844522149,6.3374058,-57.00228335,-10.68402708,-9.74696235,0.978101612,-0.309169641,72.02434013,-11.26085443,-3.247340673,0.487878321,,,,,,,,,,,,4.755571747,-5.549904745,-1.725475767,50,6.35000125,2.887372584,-114.6811817,-3.023567564,6.232578397,24.3537337,-39.44766846,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,d3827791-98ea-11ed-a086-db106c99661a,79.01456304,6.431974046,1.845551539,-0.508985045,-1.30859095,72.05662241,0.987283223,-0.309771446,-11.11612582,-3.256785271,0.487794269,-9.614313275,-14.14579863,-45.40812427,12.03332823,1808.761184,-1834.714536,70.2052079,0.604336468,-0.712125606,0.357287775,,,,,,,,,,,,,,,,,0.997881616,1,,,high,high,100.8299945,22.1946547,54.9825942,Luke Shliger,shliglu42,Maryland,1st
16,1/20/23,12:50:04,4,2,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,1,0,Sinker,,StrikeCalled,,,,0,0,,92.89546595,-1.596727692,-2.576845616,2071.195134,233.6331803,1:45,5.94325541,2.190902369,6.446685311,-22.66493725,10.11070327,10.80447865,1.883767705,-0.124970582,82.61000205,-6.715915131,-1.075990817,0.412047341,,,,,,,,,,,,-6.531353777,5.874361509,-1.978439037,50,5.792883738,5.692066495,-134.9525198,-4.565826094,-11.98713874,30.68505365,-21.39270336,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,df3a4f87-98ea-11ed-a0d6-f188441be4ce,93.07775113,5.941868767,2.195247651,-1.581037762,-2.628000385,82.75627655,1.885353779,-0.128241313,-6.689894216,-1.128838993,0.411912528,11.27744467,8.794414754,-29.41808385,2.227264119,1804.1328,-1017.32695,87.10588251,-0.516496655,-0.491178708,-0.701409069,,,,,,,,,,,,,,,,,0.996958177,1,,,high,high,87.99546435,-21.53010888,54.87331469,Luke Shliger,shliglu42,Maryland,1st
17,1/20/23,12:50:26,4,3,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,1,1,Sinker,,BallCalled,,,,0,0,,90.74826411,-2.21390233,-4.777383566,2093.830217,231.2835889,1:45,5.921910683,2.402619759,6.594961759,-23.19471265,11.101817,10.51230191,1.360417486,-1.019207328,83.65707744,-7.351184172,-2.918475094,0.417756741,,,,,,,,,,,,-6.93558664,6.851464347,-2.249785768,50,5.900537835,10.90709346,-132.6497152,-8.054034505,-12.3244554,29.08639679,-19.9990785,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,ec587851-98ea-11ed-bd6d-ad0262eade4e,90.92661026,5.920592942,2.40686443,-2.198882406,-4.827579682,83.80493271,1.361780648,-1.022308697,-7.328647216,-2.968424952,0.417637138,10.97676639,9.79118602,-30.78341739,9.796312886,1798.826404,-1071.610258,85.91080545,-0.537343023,-0.511794246,-0.670320166,,,,,,,,,,,,,,,,,0.997467167,1,,,high,high,81.18331765,-25.83611859,54.72503824,Luke Shliger,shliglu42,Maryland,1st
18,1/20/23,12:50:47,4,4,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,2,1,Sinker,,BallCalled,,,,0,0,,89.72208352,-1.248773333,-5.205730215,2205.266035,228.1810092,1:30,5.849778101,2.468429726,6.521409608,-23.39714591,11.80693103,9.863653382,2.103211513,-1.234847449,82.53520338,-6.440086277,-3.380024126,0.423326202,,,,,,,,,,,,-6.652401076,6.932269406,-2.372493461,50,5.848324381,11.5571678,-131.0862974,-5.783725704,-11.54203691,28.45383123,-20.14643604,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,f8e9238c-98ea-11ed-bd25-1fdcb0895a28,89.90349741,5.848646494,2.472610148,-1.23582948,-5.255990452,82.68661691,2.104497078,-1.237974607,-6.418770105,-3.430102793,0.423200613,10.33100501,10.47199191,-37.70263683,4.518433158,1744.79631,-1348.660121,79.11953852,-0.527552881,-0.611563457,-0.589642345,,,,,,,,,,,,,,,,,0.983906063,1,,,high,high,85.93341307,-29.70552428,54.79859039,Luke Shliger,shliglu42,Maryland,1st
19,1/20/23,12:51:11,4,5,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,3,1,Sinker,,StrikeCalled,,,,0,0,,91.29325312,-1.768268769,-2.956726648,2090.965936,228.2184799,1:30,5.944204279,2.54819178,6.525041841,-23.34649812,11.43771931,9.587722515,1.594522253,-0.27615031,82.319404,-7.144922409,-1.961177194,0.418692774,,,,,,,,,,,,-6.028929747,6.468953682,-2.306476136,50,5.78195553,6.518360324,-132.5938373,-4.87747285,-10.68826697,29.4578818,-20.70569503,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,06d2dc7a-98eb-11ed-8b18-0f55e4b664fb,91.47451844,5.942970771,2.55224259,-1.754333661,-3.004765124,82.46701063,1.595937515,-0.279158464,-7.121539436,-2.009836066,0.418554261,10.05637515,10.10148515,-34.11259095,24.51144184,1731.188293,-1172.657512,82.79371093,-0.551647867,-0.560820955,-0.617385202,,,,,,,,,,,,,,,,,0.996056911,1,,,high,high,67.93972688,-34.04420265,54.79495816,Luke Shliger,shliglu42,Maryland,1st
20,1/20/23,12:51:30,4,6,Jason Savacool,savacja42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,1,Top,2,3,2,Slider,,BallCalled,Walk,,,0,0,,84.61497391,-0.292548499,-2.564622989,2296.292713,53.93681696,7:45,6.100096483,2.305470233,6.252755191,-38.42582804,1.892924297,-4.45816516,2.165983395,-1.487414323,77.25318112,-7.911993617,-5.224380419,0.453405469,,,,,,,,,,,,1.496267141,0.648320407,-2.075638675,50,6.04782621,5.646801697,-122.9535508,-1.913505162,2.285114894,24.91381151,-31.18392785,Maryland,Maryland,shi01,NCAA D1,BIG10,41770a8b-ecca-41c1-956a-c7f415108b91,12b58f30-98eb-11ed-b91a-877503121ddd,84.74363912,6.094202512,2.308569335,-0.223415392,-2.601825445,77.35098986,2.170677539,-1.489431942,-7.837072748,-5.256235717,0.453290461,-4.100262232,-0.114981768,-82.03126539,39.00826373,318.3412453,-2274.119407,13.86326941,0.081609884,-0.990343868,0.112066278,,,,,,,,,,,,,,,,,0.997608404,1,,,high,high,54.89255652,28.79456578,55.06724481,Luke Shliger,shliglu42,Maryland,2nd
