PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,1/23/23,15:08:23,3,3,Ryan Van Buren,vanbury42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,1,1,1,Slider,,StrikeSwinging,,,,0,0,,80.29989182,0.585515673,-1.029943724,2255.797111,81.40339356,8:45,5.715540327,2.613450731,7.05777162,-43.32656326,2.598514309,-6.345177645,2.923397149,-0.108484943,70.93749889,-6.268432564,-3.879782555,0.470132803,,,,,,,,,,,,3.253045587,0.784168835,-2.533594253,50,5.738745251,2.279895275,-116.922445,0.074096385,4.488330424,22.72725336,-31.09210691,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,b1476e14-9b59-11ed-a5f1-3d8c52f3d004,80.41941623,5.709461569,2.615616304,0.659988639,-1.05726431,71.02603906,2.92866405,-0.110261668,-6.182265152,-3.908379865,0.470016346,-6.015728,0.293817385,-76.39641943,21.82332926,530.5698904,-2192.51367,23.52028416,0.035157363,-0.971946307,0.232560393,,,,,,,,,,,,,,,,,0.997574189,1,,,high,high,70.35900999,62.87337595,54.26222838,Luke Shliger,shliglu42,Maryland,
12,1/23/23,15:08:47,3,4,Ryan Van Buren,vanbury42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,1,1,2,Slider,,Foul,,,,0,0,,79.87890036,0.875533421,-1.319494408,2302.22323,81.01169482,8:45,5.744934872,2.513656051,7.009389225,-41.21673928,1.97485265,-5.615770489,3.099739776,-0.51900859,69.98218693,-6.579509215,-4.133927832,0.473010878,,,,,,,,,,,,2.686305506,0.827032114,-2.411513312,50,5.789881713,2.832989449,-116.2852517,0.643448002,3.668356483,22.35487975,-31.04467372,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,bf8e400f-9b59-11ed-af86-39644e8c3570,79.99864461,5.738983778,2.516393429,0.948633108,-1.354040658,70.06892263,3.105056697,-0.521287127,-6.492943107,-4.170438948,0.472894706,-5.29503782,-0.118508866,-79.06619261,7.090453446,436.6737373,-2260.430899,18.96748028,0.029633437,-0.981846968,0.187345644,,,,,,,,,,,,,,,,,0.997302531,1,,,high,high,83.61859075,33.36597749,54.31061078,Luke Shliger,shliglu42,Maryland,
13,1/23/23,15:09:14,3,5,Ryan Van Buren,vanbury42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,1,1,2,Sinker,,BallCalled,,,,0,0,,90.9511687,-1.030384253,-0.685888433,1971.214502,231.7549593,1:45,5.737882743,2.498357289,7.206554022,-24.13615537,10.94976023,11.65927964,2.788384629,2.090421437,80.47341794,-5.110310621,1.413313152,0.414561248,,,,,,,,,,,,-6.494377073,6.168327679,-2.454425499,50,5.653433459,1.242121955,-132.4307604,-3.057986681,-11.45176338,30.14928175,-21.29722056,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,cf7c52c7-9b59-11ed-bfa8-aba1eb1b972b,91.125392,5.736436704,2.502332545,-1.013708213,-0.733687344,80.6145141,2.790014398,2.087390515,-5.08314859,1.363335483,0.414426912,12.13388958,9.440543739,-6.392555118,20.73849916,1958.958268,-219.4746369,99.37823947,-0.615177114,-0.111339804,-0.78048739,,,,,,,,,,,,,,,,,0.991779897,1,,,high,high,71.33533775,41.76663493,54.11344598,Luke Shliger,shliglu42,Maryland,
14,1/23/23,15:09:36,3,6,Ryan Van Buren,vanbury42,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,1,2,2,Sinker,,InPlay,,GroundBall,Out,1,0,,90.18684104,-1.11687058,-2.817445707,2055.016823,233.0860469,1:45,5.705223839,2.592490065,7.308292249,-22.90715979,10.74868313,12.24003994,2.645352974,0.460413789,81.89042167,-5.180927009,-1.020707191,0.41754353,,,,,,,,,,,,-7.588612116,6.262562531,-2.400493732,50,5.616750294,6.099956468,-131.1948459,-3.228156223,-13.14522046,29.34329765,-21.3258518,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,dd16f817-9b59-11ed-a417-4377a658f98e,90.35724316,5.703655907,2.59649815,-1.098452367,-2.865955569,82.03216562,2.646956429,0.457335649,-5.154434268,-1.070764735,0.41741185,12.68075587,9.355167337,1.976078078,10.71614337,2053.794727,70.8615669,99.9405311,-0.600257773,0.034482232,-0.79906294,,,,,,,,,,,,,,,,,0.996070618,1,,,high,high,80.35547937,10.2889559,54.01170775,Luke Shliger,shliglu42,Maryland,
15,1/23/23,15:10:06,4,1,Ryan Van Buren,vanbury42,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,2,0,0,Slider,,BallCalled,,,,0,0,,79.86020465,-1.210709201,-1.751079643,,,,5.732294728,2.554053922,7.101030836,,,,1.094936024,-0.520180714,72.97413429,-8.748078451,-4.05543711,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,ede56d38-9b59-11ed-9fc3-11fafd1c7b0a,79.98236831,5.727114248,2.554053922,-1.147332749,-1.751079643,73.0664264,1.099552264,-0.520180714,-8.674564312,-4.05543711,0.477492517,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.21896916,Luke Shliger,shliglu42,Maryland,
16,1/23/23,15:10:24,4,2,Ryan Van Buren,vanbury42,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,2,1,0,Sinker,,BallCalled,,,,0,0,,90.21334208,-1.118361602,-1.042535433,1781.230943,233.4036758,1:45,5.665620344,2.545608607,7.276019189,-23.87488392,9.733469,10.91782373,2.854300802,2.311984806,81.59088819,-4.676255138,1.388314264,0.417248839,,,,,,,,,,,,-6.326396993,5.696026619,-2.476936281,50,5.575906166,2.069853447,-131.3634166,-3.266050338,-10.98715208,29.41408355,-22.28167154,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,f90f9294-9b59-11ed-9dbe-3378a17a53c1,90.38040636,5.663853156,2.549126221,-1.097118047,-1.086172473,81.73302951,2.856126143,2.30915439,-4.646214827,1.342191932,0.417117121,11.31317398,8.314945846,-4.470913704,13.74441579,1775.810719,-138.852295,99.69570351,-0.594359234,-0.077953,-0.800412662,,,,,,,,,,,,,,,,,0.994879662,1,,,high,high,77.63001885,3.453633636,54.04398081,Luke Shliger,shliglu42,Maryland,
17,1/23/23,15:10:43,4,3,Ryan Van Buren,vanbury42,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,2,2,0,Sinker,,Foul,,,,0,0,,90.25801398,-1.163453992,-2.326163258,,,,5.738853418,2.515770533,7.311476152,,,,2.745148183,0.80171063,81.14388455,-5.163280975,-0.946149496,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,043e24bd-9b5a-11ed-bde3-65f3b3d35f88,90.39948087,5.734705503,2.515770533,-1.11378616,-2.326163258,81.25856602,2.748773729,0.80171063,-5.104575887,-0.946149496,0.41561094,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.00852385,Luke Shliger,shliglu42,Maryland,
18,1/23/23,15:11:06,4,4,Ryan Van Buren,vanbury42,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,2,2,1,Slider,,InPlay,,Popup,Out,1,0,,82.07556668,-0.005108278,-1.469995717,2121.63611,120.8517369,10:00,5.729634798,2.607983761,7.151673102,-38.6097254,4.728777957,-4.039807684,2.464445252,0.019456462,73.02405635,-6.982135382,-3.252890603,0.45878224,64.46612753,71.29813468,43.32436744,1549.03867,57.15543933,93.98540182,55.36336092,126.8174043,,31.10732349,4.854890018,1.752147248,2.254093471,-2.499125966,50,5.711795995,3.17606906,-119.5263993,-1.015792643,2.531105608,23.34870691,-28.91784573,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,12690a02-9b5a-11ed-bb5e-119496672a80,82.20640577,5.724953733,2.610546691,0.051710774,-1.501918109,73.12362527,2.468641621,0.01748698,-6.913581251,-3.284720016,0.458659728,-3.688839065,2.74712844,-81.56889226,17.68199995,311.0745039,-2098.707326,14.66201025,-0.075189469,-0.989192876,0.125872945,14.18271865,15.03751708,61.06230564,0.024102846,1.651042035,2.730141419,65.51929526,108.5811953,-19.97840324,16.55154947,-0.246859274,-0.771097276,-0.111157363,0.626939417,,,0.997500687,1,0.829261707,24.94132637,high,high,74.08619097,52.07883685,54.1683269,Luke Shliger,shliglu42,Maryland,
19,1/23/23,15:13:32,1,1,Logan Ott,ott--lo42,Left,Maryland,Luke Shliger,shliglu42,Left,Maryland,Windup,1,Bottom,0,0,0,Four-Seam,,InPlay,,LineDrive,Single,0,0,,86.12222699,-2.304398943,2.098164428,1772.14005,161.8285638,11:30,5.886996416,-0.178381643,6.860978082,-24.45025122,14.98641221,-3.95273529,1.981959089,0.245302612,76.52429917,-5.718282768,-0.17688063,0.440728508,,,,,,,,,,,,2.67819801,8.697166575,0.017081026,50,5.695176373,-4.47053674,-125.1960374,-5.732627072,4.234022798,26.20350413,-18.42450552,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,6931f628-9b5a-11ed-aeff-e1fad7272918,86.29632706,5.886180759,-0.180111543,-2.294995509,2.119687622,76.6745085,1.983262006,0.246779875,-5.696497329,-0.15276435,0.440577952,-4.182581201,13.44901222,22.69812221,76.26639691,1634.889106,683.8259782,92.25507351,-0.876540955,0.38587581,0.28770786,,,,,,,,,,,,,,,,,0.997932489,1,,,high,high,21.36035792,-20.04689651,54.45902192,James Heffley,hefflja42,Maryland,
20,1/23/23,15:14:07,2,1,Logan Ott,ott--lo42,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Stretch,1,Bottom,0,0,0,Slider,,Foul,,,,0,0,,76.05753714,1.539894618,0.895009783,1787.585309,290.7206475,3:45,5.811910194,-0.613646611,6.546322617,-49.80363853,0.542935971,5.964724594,3.460062981,-0.029226487,68.31818673,-6.628955486,1.266740526,0.501495413,,,,,,,,,,,,-3.041632724,-0.074807571,0.535307768,50,5.910953907,-1.903293229,-110.6227105,1.610806633,-3.756584149,20.3446409,-32.26644106,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,7dfffc14-9b5a-11ed-a523-25baeb1b03e1,76.17141946,5.804830014,-0.615842379,1.626810436,0.922712681,68.39660019,3.466364682,-0.0274845,-6.527826439,1.294439941,0.501374061,5.64540113,-2.034179146,73.27404837,28.64618666,514.4568929,1711.956583,28.77943169,0.101825061,0.957692242,-0.269178799,,,,,,,,,,,,,,,,,0.997754303,1,,,high,high,64.21844705,-31.87552844,54.77367738,James Heffley,hefflja42,Maryland,
21,1/23/23,15:14:46,2,2,Logan Ott,ott--lo42,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Stretch,1,Bottom,0,0,1,Changeup,,BallCalled,,,,0,0,,81.37927104,-2.816976542,0.529592038,1626.797044,159.4323024,11:15,5.785122044,-0.269729038,6.9874566,-26.75025396,15.01658301,-4.686106262,1.242834388,-1.607824322,73.21052828,-6.9735208,-2.760540104,0.465143885,,,,,,,,,,,,2.708112501,9.002662459,0.232083008,50,5.5582215,-0.962313597,-118.353064,-6.575456963,3.826216584,23.41030746,-19.45443902,Maryland,Maryland,shi01,NCAA D1,BIG10,87ccece0-b49e-4280-88dd-69061abda354,95781014-9b5a-11ed-b010-23404e5c190d,81.54513236,5.783655391,-0.271460255,-2.799887281,0.550861822,73.35219783,1.244638919,-1.606387034,-6.943788303,-2.737070771,0.464982173,-4.880129321,13.40121678,8.676846392,57.72422056,1608.17824,245.4208019,98.85549314,-0.925542215,0.150861352,0.347293046,,,,,,,,,,,,,,,,,0.997475572,1,,,high,high,38.04815851,76.51167133,54.3325434,James Heffley,hefflja42,Maryland,
