PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,11/9/22,15:44:23,3,2,Logan Ott,ott--lo42,Left,Maryland,Nick Lorusso,lorusni42,Right,Maryland,Windup,1,Top,2,1,0,Four-Seam,,BallCalled,,,,0,0,,88.30819881,-0.628316815,2.856238239,2196.494485,163.5453366,11:30,5.816808721,-0.23313027,6.75246094,-21.86529779,17.36234011,-4.28228853,3.544241667,1.138923069,76.59789411,-3.869134851,1.479706253,0.431178963,,,,,,,,,,,,3.064229025,9.261832308,0.007552246,50,5.755889336,-6.273547244,-128.3501068,-2.016766929,5.077714605,28.20791532,-16.82632564,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,4be83e61-606f-11ed-841d-795e3783af97,88.49584204,5.817022959,-0.235020318,-0.63167932,2.879744889,76.7601517,3.544826567,1.140595429,-3.858899727,1.506701277,0.431025277,-4.539038615,15.85188297,25.20239133,96.9121744,1987.408592,935.304822,90.48092794,-0.867752063,0.425817059,0.256293171,,,,,,,,,,,,,,,,,0.997363783,1,,,high,high,2.780585682,-47.26392548,54.56753906,Devin Russell,,Maryland,None
12,11/9/22,15:44:37,3,3,Logan Ott,ott--lo42,Left,Maryland,Nick Lorusso,lorusni42,Right,Maryland,Windup,1,Top,2,2,0,Four-Seam,,BallCalled,,,,0,0,,88.56497707,-0.025541812,2.096470647,2101.554683,168.2798938,11:30,5.979658207,0.120720448,6.634026594,-22.0479658,17.28256216,-3.062309524,4.365800813,0.270078529,76.5471008,-3.088576274,0.45393025,0.430740659,,,,,,,,,,,,2.181201396,8.998785598,-0.290554984,50,5.966282408,-4.620039244,-128.7752212,-0.680203769,3.636815718,28.5056403,-17.16996745,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,53999a82-606f-11ed-9edb-8f34288f9efa,88.75578168,5.97984745,0.119233359,-0.028679795,2.114672606,76.71188656,4.366412336,0.271391999,-3.077869522,0.475305679,0.430583264,-3.266148417,15.73465403,23.1600576,82.88497001,1932.189849,826.5436924,91.94097418,-0.900241509,0.393301064,0.186760539,,,,,,,,,,,,,,,,,0.996537364,1,,,high,high,15.4038336,46.628085,54.68597341,Devin Russell,,Maryland,None
13,11/9/22,15:44:50,3,4,Logan Ott,ott--lo42,Left,Maryland,Nick Lorusso,lorusni42,Right,Maryland,Windup,1,Top,2,3,0,Four-Seam,,InPlay,,Popup,Out,1,0,,87.67801026,-1.479951975,2.3347632,2076.995145,166.7319411,11:30,5.90617959,0.009224552,6.794049852,-22.98526922,17.74075974,-3.478672126,2.719902255,0.085115509,75.22653855,-4.974774882,0.200186869,0.433750057,93.16865069,72.38952902,-9.639292852,,-18.25620699,108.4744712,188.7365102,196.0968447,,-9.59107109,6.814323663,2.495049988,9.638059589,-0.191909568,50,5.778435896,-5.092616057,-127.4658131,-3.901777709,4.080147405,27.67809912,-16.41296102,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,5bcca059-606f-11ed-b5f0-7b9b2525f330,87.8621359,5.906309089,0.007788517,-1.482336396,2.352508197,75.38340459,2.720646741,0.086396217,-4.961936147,0.221033643,0.433595069,-3.678619437,16.16715432,16.51389664,85.13340284,1991.320799,590.3814935,95.87508203,-0.933158855,0.284247893,0.220040193,-4.719873711,27.78965536,88.80233848,-0.121905792,2.412811931,3.348165385,-32.67269308,193.3558058,,,,,,,,,0.99763928,1,,48.368492,high,high,13.38026453,71.07085067,54.52595015,Devin Russell,,Maryland,None
14,11/9/22,15:47:02,1,1,Andrew Johnson,johnsan79,Left,Maryland,Matt Woods,woodsma53,Left,Maryland,Windup,1,Bottom,0,0,0,Four-Seam,,StrikeSwinging,,,,0,0,,91.22328184,-2.002916473,2.26539384,2072.375582,154.3844209,11:15,5.792702361,0.081571101,6.337083624,-21.7749481,15.88604761,-6.421140119,2.22477123,0.065621866,78.9365637,-5.267045254,-1.026695729,0.420552377,,,,,,,,,,,,3.954419721,8.788964837,-0.274609505,50,5.605914663,-5.023499959,-132.4971423,-5.298957397,6.99378198,29.65980636,-16.62989691,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,aa735c8a-606f-11ed-9325-a336c28ef8a3,91.41398202,5.792655136,0.079030155,-2.003088179,2.295392776,79.09509018,2.225570548,0.067706328,-5.253597196,-0.993083525,0.420404791,-6.742234312,14.42706656,20.25754967,70.48157945,1944.190283,717.5407294,93.814572,-0.845940074,0.346240679,0.405589428,,,,,,,,,,,,,,,,,0.997290996,1,,,high,high,26.56671835,36.29897556,54.98291638,Luke Shliger,shliglu42,Maryland,None
15,11/9/22,15:47:15,1,2,Andrew Johnson,johnsan79,Left,Maryland,Matt Woods,woodsma53,Left,Maryland,Windup,1,Bottom,0,0,1,Curveball,,Foul,,,,0,0,,75.69667364,1.5667675,1.478099267,2320.837007,318.2006958,4:30,5.73498849,-0.265643712,6.261134352,-63.22358443,-8.906980946,11.65698472,2.024089748,0.687942784,66.29135744,-9.630055928,2.406976722,0.509217313,,,,,,,,,,,,-5.611945833,-5.086310639,0.127406136,50,5.833841428,-3.172979893,-109.9357096,1.280554439,-6.773276009,21.99816284,-38.31291601,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,b2545026-606f-11ed-975d-71cdf1d7ae8e,75.7813001,5.723332402,-0.265666829,1.709008514,1.478785301,66.31787532,2.034061181,0.687965511,-9.473099148,2.407004432,0.509128277,11.6197969,-12.71614015,42.69580288,63.75119531,1705.732268,1573.773123,73.49642663,0.54790417,0.678105838,-0.489870894,,,,,,,,,,,,,,,,,0.996436375,1,,,high,high,32.62386496,81.4620937,55.05886565,Luke Shliger,shliglu42,Maryland,None
16,11/9/22,15:47:37,1,3,Andrew Johnson,johnsan79,Left,Maryland,Matt Woods,woodsma53,Left,Maryland,Windup,1,Bottom,0,0,2,Four-Seam,,BallCalled,,,,0,0,,92.83008486,-2.010800402,4.071613804,2093.351397,158.5839628,11:15,5.778111326,0.457551368,6.481416431,-18.00866934,14.8661047,-4.509145167,2.369524044,2.67908595,81.3407676,-5.025673202,2.232640923,0.412670012,,,,,,,,,,,,3.597713368,8.545159128,-0.799148963,50,5.596510857,-9.425826838,-134.6360073,-5.369821308,6.575837366,30.38375099,-16.55535767,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,bf660f0c-606f-11ed-b035-f7f8c1e1d41c,93.01988706,5.778071211,0.45543621,-2.01095912,4.097199445,81.50189953,2.370186476,2.680849691,-5.01425198,2.261260793,0.412529206,-4.74640407,13.70827026,32.52280119,82.8237751,1765.066912,1125.459403,84.31775548,-0.784959222,0.537635203,0.307875639,,,,,,,,,,,,,,,,,0.985442644,1,,,high,high,15.45850687,-40.02192745,54.83858357,Luke Shliger,shliglu42,Maryland,None
17,11/9/22,15:47:52,1,4,Andrew Johnson,johnsan79,Left,Maryland,Matt Woods,woodsma53,Left,Maryland,Windup,1,Bottom,0,1,2,Four-Seam,,StrikeSwinging,Strikeout,,,1,0,,91.04332192,-1.192541951,2.452636367,2057.553213,157.3370835,11:15,5.858966689,0.124929621,6.489140807,-21.34246003,15.31867172,-5.213521505,2.89829879,1.051964903,79.74866879,-4.658410086,0.993320425,0.420034384,,,,,,,,,,,,3.423079388,8.32178468,-0.328695136,50,5.746332574,-5.493480882,-132.303232,-3.415457665,6.036136221,29.58220331,-17.499711,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,c81c2bfd-606f-11ed-9adf-51dee08c70f2,91.23197848,5.858798162,0.122644051,-1.191205518,2.480393172,79.90860466,2.899100243,1.053878763,-4.644919651,1.024032113,0.41988776,-5.508560664,13.9259831,29.29398685,71.51639081,1794.434596,1006.742125,87.21206257,-0.804782156,0.48929093,0.336035811,,,,,,,,,,,,,,,,,0.996018023,1,,,high,high,25.63540698,33.38421205,54.83085919,Luke Shliger,shliglu42,Maryland,None
18,11/9/22,15:48:22,2,1,Andrew Johnson,johnsan79,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,0,0,Four-Seam,,StrikeSwinging,,,,0,0,,91.18202685,-1.661299398,1.539347271,2051.799847,160.6890376,11:15,5.823953522,0.161043164,6.423959884,-20.90606936,15.7462516,-4.52983721,2.561963328,0.185844257,79.84628239,-4.821023528,-0.359130845,0.41979259,,,,,,,,,,,,2.782900338,8.690910587,-0.289822908,50,5.66995174,-3.409875336,-132.5364672,-4.494986002,4.924286039,29.70254105,-16.79565853,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,da07a691-606f-11ed-abc9-8f2c8825728e,91.36993146,5.823900377,0.159062266,-1.661385476,1.563551156,80.00686851,2.562671712,0.187531632,-4.808993285,-0.331892332,0.419645703,-4.791740459,14.35376895,26.22115489,82.0825577,1840.659985,906.5613238,89.70952928,-0.846622645,0.441837114,0.296664896,,,,,,,,,,,,,,,,,0.996183913,1,,,high,high,16.12587866,44.2676075,54.89604012,Luke Shliger,shliglu42,Maryland,None
19,11/9/22,15:48:41,2,2,Andrew Johnson,johnsan79,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,0,1,Four-Seam,,BallCalled,,,,0,0,,91.7524971,-0.69022321,0.885439727,2067.536296,157.7556241,11:15,5.864794398,0.192847215,6.354343424,-21.06761867,15.37981327,-5.387239027,3.531472342,-0.912183223,80.05645161,-3.867130167,-1.771372355,0.417667432,,,,,,,,,,,,3.020189933,8.210983259,-0.266197572,50,5.792719917,-1.878855571,-133.4202586,-2.268314447,5.410911154,30.33457444,-17.46341817,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,e50692b8-606f-11ed-9fd0-8f5d2f8bf8d3,91.94473214,5.86475127,0.190560347,-0.690442393,0.913142986,80.22032043,3.532207217,-0.910236693,-3.854697646,-1.739991321,0.417519525,-5.685501421,13.95088356,26.30782333,65.51986628,1853.39313,916.3188527,89.6425922,-0.829711814,0.443193599,0.339348994,,,,,,,,,,,,,,,,,0.997215378,1,,,high,high,31.03223525,31.98186917,54.96565658,Luke Shliger,shliglu42,Maryland,None
20,11/9/22,15:48:58,2,3,Andrew Johnson,johnsan79,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,1,1,Four-Seam,,BallCalled,,,,0,0,,92.61244393,-3.039039142,1.827537259,,,,5.687533748,0.141550231,6.457481609,,,,1.194848061,-0.055507025,80.70007024,-6.469681581,-0.591624447,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,ef2e2102-606f-11ed-9814-1dd1f40d31ee,92.75788593,5.683388898,0.141550231,-2.990235371,1.827537259,80.81396796,1.198663971,-0.055507025,-6.408554808,-0.591624447,0.433498325,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.86251839,Luke Shliger,shliglu42,Maryland,None
21,11/9/22,15:49:14,2,4,Andrew Johnson,johnsan79,Left,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,2,1,Curveball,,BallCalled,,,,0,0,,74.61508713,3.276460868,0.278848129,2303.184906,314.0172863,4:30,5.749787058,-0.248519332,6.13625281,-64.69716907,-8.529056186,12.36642705,3.447188615,-0.491581336,65.12827769,-8.410086581,1.355531378,0.517916712,,,,,,,,,,,,-6.297327399,-5.393309849,0.214787576,50,6.004181835,-0.883648467,-108.2537845,4.419697428,-7.383220331,21.01169898,-38.49736619,Maryland,Maryland,shi01,NCAA D1,BIG10,61b2e206-c00d-4e7a-8a7e-8b30135ab497,f8dfb291-606f-11ed-adea-5db93bff122f,74.7049415,5.737571784,-0.248223491,3.423100595,0.275675841,65.15720054,3.457492336,-0.491832094,-8.247811674,1.351180953,0.517826087,12.37344986,-12.37238847,41.74128382,86.77646311,1718.541363,1533.387196,74.615866,0.518487272,0.665768168,-0.536585217,,,,,,,,,,,,,,,,,0.99218632,1,,,high,high,11.90102111,-61.09688048,55.18374719,Luke Shliger,shliglu42,Maryland,None
