PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,1/21/23,12:10:07,3,1,Nate Haberthier,haberna43,Right,Maryland,Matt Woods,woodsma53,Left,Maryland,,1,Top,1,0,0,Four-Seam,,StrikeSwinging,,,,0,0,,89.91847747,-2.846596485,-3.34104702,2155.962817,242.4847986,2:00,5.874302317,3.066562061,6.957527864,-25.48079525,8.915160023,12.78535461,1.113774905,1.041114043,82.12682351,-7.636373346,-0.921681395,0.422109581,,,,,,,,,,,,-7.941484991,5.689802024,-2.818517478,50,5.643803085,7.222353869,-130.5374007,-7.295449483,-13.63633451,28.72441007,-22.40408291,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,7495eb0a-99ae-11ed-91e7-2d18fc3df066,90.08356812,5.872361399,3.071357709,-2.823630497,-3.399295728,82.27341861,1.116242114,1.03635777,-7.602745097,-0.985929838,0.42198005,13.31888817,7.494703743,-24.81367602,8.773865753,1956.918576,-904.7902264,90.76773314,-0.419332343,-0.419668753,-0.8050084,,,,,,,,,,,,,,,,,0.997417789,1,,,high,medium,82.10352245,-6.263002694,54.36247214,James Heffley,hefflja42,Maryland,1st
12,1/21/23,12:10:43,3,2,Nate Haberthier,haberna43,Right,Maryland,Matt Woods,woodsma53,Left,Maryland,,1,Top,1,0,1,Four-Seam,,StrikeSwinging,,,,0,0,,91.4139371,-1.275749048,-2.418516637,2008.602854,240.745269,2:00,5.8984569,2.924316863,6.911423497,-24.71834539,8.512299181,11.64948804,2.056151852,1.212689986,81.49357689,-6.701338831,0.009758782,0.414897583,,,,,,,,,,,,-7.045037738,5.003934525,-2.744272214,50,5.78712811,5.241948288,-132.9339443,-3.75378865,-12.54104406,29.87867853,-23.2664233,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,8abd3828-99ae-11ed-93f7-e51d2981d487,91.58613703,5.896553814,2.928806302,-1.253443962,-2.472525578,81.63059891,2.058146014,1.209268073,-6.668566351,-0.046200789,0.414766415,12.14375132,7.119309517,-27.31369759,7.919618199,1784.658814,-921.6714928,88.85075569,-0.434207676,-0.458861985,-0.775183445,,,,,,,,,,,,,,,,,0.997948406,1,,,high,high,82.87235081,-6.972923629,54.4085765,James Heffley,hefflja42,Maryland,1st
13,1/21/23,12:11:07,3,3,Nate Haberthier,haberna43,Right,Maryland,Matt Woods,woodsma53,Left,Maryland,,1,Top,1,0,2,Changeup,,BallCalled,,,,0,0,,85.30099617,-0.605810117,-1.288477272,1306.416548,247.8836651,2:15,5.745572393,3.003319573,7.146425161,-33.20588889,5.947343753,9.729452987,2.029711188,2.335403174,76.69270713,-7.359286951,0.63533356,0.442001214,,,,,,,,,,,,-5.659089507,3.351042404,-2.914057584,50,5.686161844,2.518264335,-124.2042977,-2.225604073,-8.803555453,25.83852821,-26.9610047,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,9898be0f-99ae-11ed-9fe3-e58141c8e10c,85.45480131,5.742034609,3.006859304,-0.563637798,-1.331435247,76.81135966,2.03293218,2.332722208,-7.306417454,0.591071659,0.441867354,10.1522391,4.158931734,-21.04274752,23.08111823,1219.295276,-469.0876517,93.33127926,-0.351381439,-0.359064383,-0.864640881,,,,,,,,,,,,,,,,,0.997840129,1,,,high,high,110.7729801,-18.43457437,54.17357484,James Heffley,hefflja42,Maryland,1st
14,1/21/23,12:11:48,3,4,Nate Haberthier,haberna43,Right,Maryland,Matt Woods,woodsma53,Left,Maryland,,1,Top,1,1,2,Four-Seam,,InPlay,,GroundBall,Out,1,0,,91.206891,-1.157098379,-2.651576616,2087.869904,241.5247087,2:00,5.959922532,3.16338548,6.742070152,-26.22187159,8.724625673,12.3560959,2.563903845,1.709788774,81.42178695,-5.738799849,0.450763445,0.417317206,64.2092369,-12.56246466,33.08318231,,-61.84424277,-90.96861895,6.6821229,10.94965113,,21.69417263,0.115526173,-7.363549729,5.018615336,-2.958269207,50,5.853224094,5.738867447,-132.5756737,-3.502457111,-13.0349524,29.76879448,-23.29009899,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,b108bcc0-99ae-11ed-87f0-8dd00f88f052,91.38257743,5.957958519,3.168289713,-1.134745872,-2.709022645,81.56227615,2.565897524,1.706142467,-5.706062525,0.391388439,0.417183333,12.92346763,7.204289064,-27.52399252,19.61918682,1851.559353,-964.8464626,88.68173969,-0.422816557,-0.462120011,-0.779532716,34.20990829,52.51157891,-13.96575666,-1.700894314,1.359009154,2.558967147,4.047563246,10.17408923,,,,,,,,,0.99777537,1,,28.07080876,high,high,107.657273,-7.315844178,54.57792985,James Heffley,hefflja42,Maryland,1st
15,1/21/23,12:12:32,4,1,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,,1,Top,2,0,0,Slider,,Foul,,,,0,0,,83.67210332,-0.721576907,-2.408155892,2156.649811,234.3124282,1:45,5.889794472,3.000054237,6.740174999,-35.1993805,4.61599479,0.773618602,2.016519084,0.300098341,76.85638974,-7.314540392,-2.862390639,0.453634396,,,,,,,,,,,,-1.099216788,2.550845882,-2.80790403,50,5.811928117,5.094158878,-121.7072162,-2.608267035,-1.6490979,23.83928607,-28.34714789,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,cb24e907-99ae-11ed-9712-57dc3123a99b,83.82071451,5.885538246,3.004271758,-0.671224127,-2.458755899,76.97261742,2.020141467,0.297099716,-7.256019075,-2.910748036,0.453501751,1.265071117,2.896067276,-82.71737475,61.07841191,273.3851283,-2139.251967,12.67638014,-0.073949571,-0.991932931,-0.102958838,,,,,,,,,,,,,,,,,0.997233327,1,,,high,high,35.02953504,21.48890728,54.579825,James Heffley,hefflja42,Maryland,2nd
16,1/21/23,12:13:07,4,2,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,,1,Top,2,0,1,Four-Seam,,BallCalled,,,,0,0,,88.56440027,-3.053591708,-5.045689217,2117.892884,239.6952198,2:00,5.988348479,3.078501478,6.931651339,-25.75619689,9.858198112,12.46499272,1.00519176,-0.559738099,80.93169564,-7.884991275,-2.697192282,0.429520907,,,,,,,,,,,,-8.23755297,6.246490738,-2.697586324,50,5.739820377,10.94176497,-128.2741244,-7.6626337,-13.67827485,27.3795107,-21.80188962,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,dfec9821-99ae-11ed-9008-1ba8808ac876,88.73323807,5.986344163,3.083499456,-3.030875256,-5.103621185,81.07602909,1.007539985,-0.564247452,-7.852402333,-2.758636711,0.429386673,12.99869138,8.443753314,-24.63548932,9.659667937,1925.118221,-882.8307331,90.89780864,-0.458670029,-0.416843902,-0.784769372,,,,,,,,,,,,,,,,,0.997854315,1,,,high,medium,81.30630645,-3.957194565,54.38834866,James Heffley,hefflja42,Maryland,2nd
17,1/21/23,12:13:37,4,3,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,,1,Top,2,1,1,Four-Seam,,InPlay,,GroundBall,Out,1,0,,89.53754226,-1.329031655,-4.147042969,2071.113257,242.1521434,2:00,6.039200293,3.127435984,6.960049904,-25.86628935,8.494927206,12.16774437,2.62640457,1.156431879,81.79856067,-5.620494069,-0.307323248,0.423772136,86.42905414,-12.75815451,-17.01618067,,,,,11.0619636,,-22.60803369,0.081053745,-7.855437391,5.149933078,-2.817637114,50,5.924349104,9.046920143,-129.9949246,-3.827837886,-13.38331487,28.36102278,-23.40010455,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,f25359b8-99ae-11ed-b1c4-6b02424f26e0,89.70655865,6.037201011,3.132129955,-1.30534957,-4.203950744,81.93893742,2.628397128,1.152806016,-5.587968393,-0.365881747,0.423640856,12.72289289,7.023498815,-28.15214693,10.4262922,1826.096031,-977.181359,88.1697814,-0.411863381,-0.471814545,-0.779589373,-24.66829522,80.60493607,-19.0866679,-1.243910041,0.713437601,2.460193802,-4.25249277,10.21192166,,,,,,,,,0.997454315,1,,46.5969252,high,high,99.38367046,6.64012222,54.3599501,James Heffley,hefflja42,Maryland,3rd
18,1/21/23,12:17:11,1,1,Kyle McCoy,,Left,Maryland,Kevin Keister,keistke42,Right,Maryland,,1,Bottom,0,0,0,Sinker,,Foul,,,,0,0,,91.28235122,-1.366609466,3.78289886,1761.433536,119.344473,10:00,5.662501871,-2.910757828,6.884843808,-25.0858285,8.334786789,-11.64550792,2.264806554,-0.455289958,83.99629808,-5.632671081,1.497659466,0.416081822,,,,,,,,,,,,7.425413695,4.925251359,2.623732552,50,5.543048525,-8.391812761,-132.5693087,-3.97449818,13.15871764,29.45515435,-23.44591744,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,71777435-99af-11ed-97a3-25bd85fe98e8,91.45086872,5.660332476,-2.91470254,-1.340775091,3.830892684,84.13742232,2.266781451,-0.452294481,-5.600042738,1.546651254,0.415954862,-12.08650389,6.935702885,11.0803886,18.64078034,1728.597779,338.5230006,98.13585033,-0.480923767,0.192186077,0.855439561,,,,,,,,,,,,,,,,,0.99758159,1,,,high,high,106.7767183,-16.35265845,54.43515619,Luke Shliger,shliglu42,Maryland,None
19,1/21/23,12:17:30,1,2,Kyle McCoy,,Left,Maryland,Kevin Keister,keistke42,Right,Maryland,,1,Bottom,0,0,1,Four-Seam,,StrikeCalled,,,,0,0,,90.02942938,0.07525946,3.866324867,1856.124241,129.9611766,10:15,5.777383099,-3.036587091,6.792361037,-23.9482163,10.53198746,-10.06757122,3.506082588,-0.345526488,82.92410448,-4.555149972,1.387906308,0.422626217,,,,,,,,,,,,6.578727025,5.681011872,2.736186784,50,5.770047093,-8.512434717,-130.7510201,-0.598752952,11.33670831,28.7424214,-22.38431758,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,7d422aeb-99af-11ed-90cc-1fed57167d76,90.2090513,5.775853803,-3.040451817,0.092922401,3.91275843,83.07461189,3.507614159,-0.342642774,-4.529775693,1.434676165,0.422487599,-10.49533136,9.148311083,24.9281911,25.95472325,1683.201659,782.3230623,90.68367416,-0.582432577,0.421482057,0.695072061,,,,,,,,,,,,,,,,,0.99738515,1,,,high,high,66.6407297,-66.81942587,54.52763896,Luke Shliger,shliglu42,Maryland,None
20,1/21/23,12:17:48,1,3,Kyle McCoy,,Left,Maryland,Kevin Keister,keistke42,Right,Maryland,,1,Bottom,0,0,2,Four-Seam,,Foul,,,,0,0,,92.34096581,-1.191706767,5.297737933,1708.324266,124.8147467,10:15,5.819818628,-3.091528234,6.852016134,-23.63015704,9.167677522,-10.35550859,2.447576046,-0.054402379,82.73340771,-5.571107182,1.752172251,0.412186827,,,,,,,,,,,,7.139613642,5.315943229,2.682842911,50,5.713653811,-12.07258884,-133.8382553,-3.56708361,12.91157016,29.68933307,-22.5604798,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,87563b66-99af-11ed-8865-c3ac5e0f2530,92.51484623,5.818050949,-3.095103388,-1.170621784,5.341410626,82.87654173,2.449455215,-0.051558288,-5.54023848,1.798244993,0.412060063,-10.75899487,7.870664731,17.66918416,26.41344855,1627.733835,518.5116783,95.28248631,-0.543991435,0.303520642,0.782271397,,,,,,,,,,,,,,,,,0.995796854,1,,,high,high,113.7720868,-18.64776615,54.46798387,Luke Shliger,shliglu42,Maryland,None
21,1/21/23,12:18:05,1,4,Kyle McCoy,,Left,Maryland,Kevin Keister,keistke42,Right,Maryland,,1,Bottom,0,0,2,Changeup,,BallCalled,,,,0,0,,82.27312694,-2.591394238,3.588816697,,,,5.604146772,-2.573876571,7.174410045,,,,-0.018273861,0.733213557,76.13183055,-9.839039585,3.588816697,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,91828133-99af-11ed-bad2-a104e519a4b8,82.39680875,5.599126184,-2.573876571,-2.531081908,3.588816697,76.23326183,-0.012850644,0.733213557,-9.766796517,3.588816697,0.458174562,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,low,,,54.14558995,Luke Shliger,shliglu42,Maryland,None
