PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
11,11/4/22,15:43:21,4,1,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,0,0,Slider,,Foul,,,,0,0,,84.96384097,-0.723414041,-3.446492396,,,,5.701004369,3.087762666,7.005498671,,,,1.988869974,-0.098025081,78.22055436,-7.573896971,-3.446492396,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,f0bd53cf-5c78-11ed-9189-77a55f08d03e,85.09736757,5.696394781,3.087762666,-0.667215837,-3.446492396,78.33364907,1.994012361,-0.098025081,-7.504825171,-3.446492396,0.444596692,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,low,,,54.31450133,Devin Russell,,Maryland,1st and 2nd
12,11/4/22,15:43:52,4,2,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,0,1,Slider,,BallCalled,,,,0,0,,85.13429777,0.589541338,-2.499933483,2278.903681,206.1304686,12:45,5.646403652,3.080059795,6.761320816,-35.56800645,5.467154285,-0.32639555,3.025320644,-0.407747445,75.62731889,-6.161297421,-4.691054222,0.445723102,,,,,,,,,,,,-0.584385567,2.196626509,-2.880912901,50,5.674178871,5.412760948,-123.831082,0.229734251,-0.907381298,24.73150517,-28.7633257,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,033a34a6-5c79-11ed-8422-f3ee9173f202,85.28529998,5.642310796,3.084016133,0.637933194,-2.547594787,75.74501647,3.028954215,-0.410723701,-6.102278121,-4.738773474,0.445594011,0.165548441,3.689252832,-85.53298809,62.86107828,177.4926264,-2271.981152,7.788509355,-0.069924731,-0.996962342,-0.034301893,,,,,,,,,,,,,,,,,0.995888098,1,,,high,high,33.42506878,-1.488725852,54.55867918,Devin Russell,,Maryland,1st and 2nd
13,11/4/22,15:44:45,4,3,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,1,1,Four-Seam,,BallCalled,,,,0,0,,92.83595917,-2.283287042,-3.239692281,2239.834075,237.19859,2:00,5.725742734,3.067390103,7.040574795,-23.50582034,10.45104536,12.657698,1.309913525,0.194078836,82.45726944,-7.072777822,-1.522160977,0.408021033,,,,,,,,,,,,-7.750843024,6.180110831,-2.831386764,50,5.543803752,7.239712359,-134.8613837,-6.083923896,-14.20011784,30.75817306,-20.85162933,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,22c637a1-5c79-11ed-9c0c-25943f3b95d0,93.01120913,5.724440873,3.072083863,-2.268325761,-3.295716282,82.59889152,1.311446433,0.190447206,-7.047620072,-1.580763498,0.407893131,13.20819254,9.096068254,-21.69936877,48.21191083,2081.111915,-828.1484654,92.91366437,-0.503340168,-0.369736524,-0.780988846,,,,,,,,,,,,,,,,,0.99812704,1,,,high,high,46.60932911,-26.86651932,54.2794252,Devin Russell,,Maryland,1st and 2nd
14,11/4/22,15:45:05,4,4,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,2,1,Slider,,StrikeSwinging,,,,0,0,,85.25365807,-1.174101475,-3.004276234,2240.091279,244.3360561,2:15,5.620276043,2.981811878,6.89102739,-33.04443847,5.058538358,3.297406969,1.77860053,0.474371159,78.30915343,-7.369538907,-2.382888653,0.44427408,,,,,,,,,,,,-2.628018805,3.073741082,-2.751132473,50,5.511695768,6.406424844,-123.9563774,-3.537378387,-4.087834068,24.83703471,-27.39290286,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,2e7ae370-5c79-11ed-85bd-cfd8e45b1f39,85.41028646,5.616607811,2.986198597,-1.13061513,-3.05702119,78.44305181,1.782723057,0.470310389,-7.313181035,-2.438251616,0.44413945,3.783299135,3.463214639,-75.95139264,25.8021313,543.7708577,-2173.09047,24.27449555,-0.105130887,-0.970090144,-0.218798103,,,,,,,,,,,,,,,,,0.954095083,1,,,high,medium,66.77810627,37.48649272,54.42897261,Devin Russell,,Maryland,2nd and 3rd
15,11/4/22,15:45:35,4,5,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,2,2,Slider,,BallCalled,,,,0,0,,86.26108152,0.019933631,-3.540047106,2230.774546,241.8892555,2:00,5.520198096,2.995145233,6.924113484,-33.83285361,5.10605378,1.022022281,2.560919141,-1.731514863,77.51221453,-6.149527304,-5.454109682,0.438857872,,,,,,,,,,,,-1.516747144,2.243954547,-2.723715412,50,5.504283399,7.727520809,-125.3906003,-0.955135802,-2.415233436,25.31197784,-28.60082773,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,40befa0a-5c79-11ed-ad1b-cb87341ad429,86.41554562,5.516299421,2.999123894,0.066340493,-3.588092009,77.6362135,2.564371794,-1.734536273,-6.093628064,-5.502404273,0.438730315,1.504071469,3.446673614,-83.83024504,61.22416793,239.7514673,-2217.853537,10.74745396,-0.050639563,-0.994207837,-0.094796684,,,,,,,,,,,,,,,,,0.997477697,1,,,high,high,34.89828629,-0.247007927,54.39588652,Devin Russell,,Maryland,2nd and 3rd
16,11/4/22,15:46:02,4,6,Nate Haberthier,haberna43,Right,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,Stretch,1,Top,0,3,2,Slider,,InPlay,,GroundBall,Out,1,1,,84.04930039,-0.357540709,-3.431841746,2246.580677,243.9713639,2:15,5.642975152,3.05857173,6.797512298,-33.84950863,5.52701564,4.076458756,2.490188694,0.213591168,77.05578,-6.703452586,-2.665292302,0.451637726,70.88913559,-1.588588314,29.31445477,,,,,35.16233222,,29.12255201,0.310604369,-3.166489358,3.090669393,-2.789630243,50,5.59588576,7.202688582,-122.156349,-1.783897788,-4.781812618,24.19581409,-27.50673502,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,50668b26-5c79-11ed-b74a-c71f923e70b2,84.20791061,5.639348891,3.063162328,-0.314498166,-3.487268955,77.19328229,2.49443943,0.209180413,-6.645976741,-2.72451987,0.45149713,4.58718237,3.881062726,-74.55142882,26.27972469,598.4291097,-2165.411586,26.63733005,-0.116890013,-0.963869942,-0.239356345,34.69415448,61.7877259,-1.965227204,0.651456891,3.324125409,2.569273262,17.11277802,30.71713587,,,,,,,,,0.779714858,1,,34.88023577,high,medium,66.34823845,35.28424099,54.5224877,Devin Russell,,Maryland,2nd and 3rd
17,11/4/22,15:46:50,5,1,Nate Haberthier,haberna43,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,1,0,0,Slider,,StrikeSwinging,,,,0,0,,85.33258311,-0.76515353,-2.934184058,2243.187524,225.4390044,1:30,5.716447361,3.326642953,6.840778415,-33.4663068,7.79411845,2.984444838,2.251738054,-0.527896364,75.33195866,-6.620943194,-4.296142942,0.444299867,,,,,,,,,,,,-2.357024676,3.886449438,-3.098603188,50,5.639435579,6.273850836,-124.0806895,-2.610797511,-3.672166168,24.98156677,-26.11909043,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,6d09de70-5c79-11ed-8307-41f8c6fed8d9,85.49450719,5.713150876,3.330730585,-0.726610053,-2.982942787,75.46108228,2.254836195,-0.531082882,-6.570300803,-4.34759904,0.444160081,3.500148868,6.08137592,-74.53822074,6.141928976,598.0236747,-2162.003226,26.6595489,-0.18706157,-0.963808511,-0.189950319,,,,,,,,,,,,,,,,,0.997866865,1,,,high,high,84.47226116,35.08516815,54.47922159,Devin Russell,,Maryland,3rd
18,11/4/22,15:47:10,5,2,Nate Haberthier,haberna43,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,1,0,1,Sinker,,BallCalled,,,,0,0,,93.03669736,-2.584065912,-4.146464904,,,,5.720475375,2.876782988,6.91300962,,,,1.02332169,-0.561090008,84.1733197,-7.365901186,-1.877695286,,,,,,,,,,,,,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,7949bee6-5c79-11ed-964a-37664f0f8d65,93.18434524,5.716262711,2.876782988,-2.535672351,-4.146464904,84.28881008,1.026738819,-0.561090008,-7.310686822,-1.877695286,0.407501183,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,54.40699038,Devin Russell,,Maryland,3rd
19,11/4/22,15:47:32,5,3,Nate Haberthier,haberna43,Right,Maryland,Jacob Orr,orr--ja43,Right,Maryland,Stretch,1,Top,1,1,1,Slider,,InPlay,,LineDrive,Single,0,1,,82.92225004,0.055436046,-4.477745908,2244.3595,216.7807594,1:15,5.749270187,3.192703002,6.897133945,-33.15756428,6.524737604,1.184022087,2.901948268,-0.297826156,76.64859855,-6.08464958,-4.134439987,0.457472375,94.82300381,12.00399687,14.06113626,3388.797768,,,,251.6576885,,22.97095728,2.45411532,-1.889204904,3.579725003,-2.846966524,50,5.735536875,9.393618616,-120.3869311,-0.867965442,-2.770606204,23.52276257,-26.92421762,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,86a34b14-5c79-11ed-8a94-9797a5651227,83.07802518,5.745636086,3.196753429,0.098929779,-4.526930638,76.77529613,2.90518912,-0.300754906,-6.031986718,-4.181496727,0.457333472,1.655596907,4.851125572,-80.20696442,18.42831424,381.7424503,-2211.656001,17.00897073,-0.136230372,-0.985428583,-0.101842006,22.53415316,89.97046772,19.72128117,0.472445778,0.139415803,2.805038634,98.2130576,231.7019368,48.29101442,34.46369022,0.654742229,0.57935442,0.021028601,-0.814804427,,,0.9850915,1,0.994815713,54.76048083,high,high,106.5854845,16.89951658,54.42286605,Devin Russell,,Maryland,3rd
20,11/4/22,15:48:08,6,1,Nate Haberthier,haberna43,Right,Maryland,Michael Bouma,boumami42,Right,Maryland,Stretch,1,Top,1,0,0,Sinker,,BallCalled,,,,0,0,,94.56244557,-1.855671385,-1.725219579,,,,5.788265044,3.00429375,5.977853641,,,,1.552565735,0.889850334,83.22137646,-7.400845227,-0.98627779,0.41048775,,,,,,,,,,,,6.63877241,-3.990445927,-2.833255426,50,5.584489534,4.655509928,-137.1993369,-6.027554955,12.44583471,35.01571612,-39.65501555,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,9ba15121-5c79-11ed-9af8-a94475395af6,94.69095907,5.778148127,3.001077735,-1.744829729,-1.690033257,83.29935499,1.560041632,0.892006265,-7.282336927,-0.951445768,0.410387221,-13.71946109,-11.89264714,-31.79352066,68.16864962,2279.261972,-1412.845497,84.99522762,0.553667902,-0.526859686,0.644880396,,,,,,,,,,,,,,,,,0.567611618,1,,,high,high,28.64833428,-53.49088754,55.34214636,Devin Russell,,Maryland,1st
21,11/4/22,15:48:24,6,2,Nate Haberthier,haberna43,Right,Maryland,Michael Bouma,boumami42,Right,Maryland,Stretch,1,Top,1,1,0,Sinker,,Foul,,,,0,0,,89.22827172,0.473072649,-1.420286467,,,,,,,,,,2.577566033,0.100227973,81.75777036,-5.868559017,-1.420286467,,17.62400496,59.56810808,-19.20283248,1803.937793,,,,19.22800633,,-30.10901303,1.461989028,,,,,,,,,,,,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,a62a7214-5c79-11ed-8c4f-19736ab1fbc8,89.38289346,4.982892441,1.436693946,0.527561826,-1.420286467,81.87750953,2.581396603,0.100227973,-5.807782435,-1.420286467,0.430996472,,,,,,,,,,,-2.936143973,8.43011509,15.19597871,-1.551485896,-0.590020893,2.164432496,-9.645668334,16.63361986,-0.435834018,-0.430462083,-0.081759621,0.561065181,-0.72136282,0.406006828,,,,0,0.988060914,-9.23098964,low,high,,,55.32,Devin Russell,,Maryland,1st
